기준년도,시군명,등록동물수(마리),동물품종수,동물소유자수
2025,가평군,1946,78,1265
2025,광명시,106,21,70

2025,구리시,766,53,688
2025,군포시,4049,83,3018
2025,군포시,3993,88,3051
2025,군포시,1013,57,755
2025,군포시,607,47,468
2025,군포시,634,48,485
2025,군포시,31,10,16
2025,군포시,1009,59,792
2025,군포시,7697,101,5985
2025,군포시,38,13,26
2025,남양주시,1723,68,1272
2025,남양주시,7474,90,5519
2025,남양주시,1416,126,1147
2025,남양주시,6589,85,4831
2025,남양주시,1499,65,1001
2025,남양주시,1326,84,682
2025,남양주시,427,92,236
2025,남양주시,5562,82,4016
2025,남양주시,5257,86,3760
2025,남양주시,447,60,270
2025,남양주시,2029,75,1438
2025,남양주시,8269,93,5857
2025,남양주시,1988,107,1488
2025,남양주시,3455,76,2597
2025,남양주시,4765,88,3426
2025,남양주시,12177,114,7594
2025,동두천시,14,9,5
2025,동두천시,155,27,88
2025,동두천시,567,60,353
2025,동두천시,348,40,204
2025,동두천시,259,33,149
2025,동두천시,570,52,335
2025,동두천시,3567,86,2340
2025,동두천시,1031,57,727
2025,동두천시,107,22,38
2025,동두천시,2305,79,1700
2025,동두천시,114,26,63
2025,동두천시,99,25,47
2025,동두천시,9136,119,6049
2025,시흥시,2284,69,1663
2025,시흥시,218,36,74
2025,시흥시,172,28,83
2025,시흥시,82,20,55
2025,시흥시,257,44,167
2025,시흥시,47,16,25
2025,시흥시,382,38,279
2025,시흥시,1708,63,1277
2025,시흥시,3718,90,2651
2025,시흥시,262,29,192
2025,시흥시,950,55,602
2025,시흥시,329,43,253
2025,시흥시,69,14,32
2025,시흥시,23,13,17
2025,시흥시,469,48,303
2025,시흥시,107,24,46
2025,시흥시,3848,76,2672
2025,시흥시,631,51,450
2025,시흥시,4084,87,2957
2025,시흥시,77,17,30
2025,시흥시,1812,70,1246
2025,시흥시,4403,82,3331
2025,시흥시,1932,71,1434
2025,시흥시,1223,60,877
2025,시흥시,14950,112,11019
2025,시흥시,1830,76,1361
2025,시흥시,493,42,340
2025,시흥시,509,40,375
2025,시흥시,662,47,501
2025,시흥시,748,45,547
2025,시흥시,6,5,5
2025,안산시,842,51,653
2025,안산시,6973,96,5512
2025,안산시,281,38,177
2025,안산시,233,36,138
2025,안산시,289,34,183
2025,안산시,8,5,7
2025,안산시,7145,107,5286
2025,안산시,2917,84,2104
2025,안산시,7702,106,5886
2025,안산시,177,25,124
2025,안산시,51,16,29
2025,안산시,5368,88,4103
2025,안산시,157,26,102
2025,안산시,1802,76,1417
2025,안산시,504,50,370
2025,안산시,1679,77,1266
2025,안산시,40,16,25
2025,안산시,4013,83,2918
2025,안산시,2365,76,1885
2025,안산시,62,22,38
2025,안산시,2880,81,2171
2025,안산시,1915,72,1411
2025,안산시,2660,82,1932
2025,안산시,259,31,169
2025,안산시,23,10,14
2025,안산시,3361,78,2624
2025,안산시,335,41,235
2025,안산시,170,33,107
2025,안산시,5,4,4
2025,안산시,36,16,27
2025,안성시,53,18,46
2025,안성시,19,6,12
2025,안성시,14,9,14
2025,안성시,69,20,47
2025,안성시,1566,67,1291
2025,안성시,21,10,15
2025,안성시,195,34,153
2025,안성시,112,25,86
2025,안성시,27,10,22
2025,안성시,19,11,16
2025,안성시,268,35,227
2025,안성시,466,56,375
2025,안성시,11,7,11
2025,안성시,40,21,34
2025,안성시,9,5,8
2025,안성시,22,11,20
2025,안성시,147,26,116
2025,안성시,3,2,3
2025,안성시,164,32,111
2025,안성시,14,7,12
2025,안성시,59,20,49
2025,안성시,5,4,5
2025,안성시,115,24,81
2025,안성시,98,30,76
2025,안성시,7,5,4
2025,안성시,114,19,100
2025,안성시,19,11,17
2025,안성시,41,18,35
2025,안성시,23,11,20
2025,안성시,1,1,1
2025,안성시,47,16,41
2025,안성시,20,11,14
2025,안성시,261,35,193
2025,안성시,154,30,102
2025,안성시,13,8,11
2025,안성시,16,10,13
2025,안성시,129,29,107
2025,안성시,11,7,10
2025,안성시,217,38,168
2025,안성시,30,12,23
2025,안성시,288,37,199
2025,안성시,296,40,165
2025,안성시,89,22,70
2025,안성시,12,7,10
2025,안성시,5320,106,4142
2025,안성시,16,6,9
2025,안양시,95,23,88
2025,안양시,49,15,45
2025,안양시,108,25,98
2025,안양시,70,17,67
2025,안양시,234,36,223
2025,안양시,48,11,46
2025,안양시,129,25,126
2025,오산시,437,43,309
2025,오산시,26,12,19
2025,오산시,891,56,686
2025,오산시,331,40,248
2025,오산시,2215,78,1644
2025,오산시,1742,61,1314
2025,오산시,821,56,617
2025,오산시,557,42,423
2025,오산시,25,12,12
2025,오산시,29,11,19
2025,오산시,1150,59,911
2025,오산시,361,40,279
2025,오산시,25,13,18
2025,오산시,622,54,472
2025,오산시,1122,57,862
2025,오산시,709,52,547
2025,오산시,1597,70,1236
2025,오산시,485,50,340
2025,오산시,3095,79,2420
2025,오산시,424,42,302
2025,오산시,408,42,312
2025,오산시,258,46,182
2025,오산시,612,52,470
2025,오산시,100,24,65
2025,의왕시,344,38,270
2025,의왕시,2506,80,1918
2025,의왕시,1557,68,1139
2025,의왕시,2255,77,1762
2025,의왕시,424,43,325
2025,의왕시,69,24,38
2025,의왕시,82,18,59
2025,의왕시,573,54,419
2025,의왕시,149,25,94
2025,의왕시,1382,68,1070
2025,의왕시,654,54,457
2025,이천시,851,57,610
2025,이천시,136,34,95
2025,이천시,515,47,381
2025,이천시,51,13,34
2025,이천시,1014,62,697
2025,이천시,101,22,42
2025,이천시,1273,77,871
2025,이천시,373,48,178
2025,이천시,1173,72,768
2025,이천시,2625,76,1890
2025,이천시,349,43,242
2025,이천시,301,51,173
2025,이천시,990,67,738
2025,이천시,1465,81,911
2025,이천시,617,49,441
2025,이천시,198,36,102
2025,이천시,31,12,23
2025,이천시,56,22,33
2025,이천시,926,63,582
2025,이천시,576,50,426
2025,이천시,120,25,91
2025,이천시,1241,61,965
2025,이천시,46,14,30
2025,이천시,1399,66,1051
2025,이천시,440,55,280
2025,파주시,396,40,276
2025,파주시,1412,75,588
2025,파주시,248,37,83
2025,파주시,372,35,302
2025,파주시,19,7,14
2025,파주시,33,14,27
2025,파주시,281,38,198
2025,파주시,3850,93,2848
2025,파주시,1160,61,901
2025,파주시,269,35,186
2025,파주시,4267,97,3134
2025,파주시,51,15,34
2025,파주시,4695,100,3582
2025,파주시,859,66,593
2025,파주시,3739,93,2638
2025,파주시,2245,78,703
2025,파주시,183,44,111
2025,파주시,911,72,453
2025,파주시,55,17,37
2025,파주시,66,20,31
2025,파주시,67,26,52
2025,파주시,1207,60,901
2025,파주시,4771,98,3316
2025,파주시,428,54,306
2025,파주시,77,24,42
2025,파주시,75,26,42
2025,파주시,3307,84,2530
2025,파주시,693,67,435
2025,파주시,511,48,348
2025,파주시,2231,88,1533
2025,파주시,10,6,5
2025,파주시,1368,84,855
2025,파주시,1431,73,857
2025,파주시,310,40,187
2025,파주시,86,28,45
2025,화성시,65,21,39
2025,화성시,1085,65,797
2025,화성시,1305,68,975
2025,화성시,96,25,77
2025,화성시,3714,106,2506
2025,화성시,3578,84,2728
2025,화성시,112,30,83
2025,화성시,723,56,403
2025,화성시,514,42,339
2025,화성시,1826,63,1375
2025,화성시,2,2,2
2025,화성시,1,1,1
2025,화성시,5317,99,4101
2025,화성시,2053,77,1569
2025,화성시,147,31,101
2025,화성시,182,35,119
2025,화성시,57,22,42
2025,화성시,3956,88,3006
2025,화성시,7363,107,5224
2025,화성시,9,5,6
2025,화성시,649,57,382
2025,화성시,2541,70,1872
2025,화성시,1518,63,1115
2025,화성시,599,60,376
2025,화성시,960,52,790
2025,화성시,671,58,512
2025,화성시,10,5,2
2025,화성시,802,56,558
2025,화성시,980,64,581
2025,화성시,3,3,2
2025,화성시,16,9,14
2025,화성시,345,49,239
2025,화성시,1,1,1
2025,화성시,1358,73,878
2025,화성시,2,2,2
2025,화성시,391,47,210
2025,화성시,3229,80,2055
2025,화성시,2066,75,1556
2025,화성시,1659,75,1013
2025,화성시,3,3,2
2025,화성시,4,2,3
2025,화성시,1210,66,658
2025,화성시,2,2,1
2025,화성시,1839,70,1343
2025,화성시,1025,67,653
2025,화성시,51,17,15
2025,화성시,2148,82,1526
2025,화성시,2801,73,2229
2025,화성시,1058,62,560
2025,화성시,6766,107,4753
2025,화성시,13,5,9
2025,화성시,60,18,29
2024,가평군,7428,120,4537
2024,가평군,1806,74,1169
2024,가평군,496,52,294
2024,가평군,910,59,528
2024,가평군,1760,82,1002
2024,가평군,928,85,576
2024,가평군,1528,73,968
2024,광주시,1224,73,864
2024,광주시,281,39,177
2024,광주시,2034,84,1308
2024,광주시,148,35,75
2024,광주시,242,31,121
2024,광주시,599,60,362
2024,광주시,1106,76,519
2024,광주시,128,30,82
2024,광주시,135,35,87
2024,광주시,1358,70,923
2024,광주시,210,38,128
2024,광주시,650,59,455
2024,광주시,1888,81,1369
2024,광주시,1001,71,601
2024,광주시,1313,65,977
2024,광주시,500,47,342
2024,광주시,764,50,589
2024,광주시,8536,125,5927
2024,광주시,1040,65,724
2024,광주시,366,38,264
2024,광주시,41,12,16
2024,광주시,80,26,43
2024,광주시,4163,112,2761
2024,광주시,1327,71,974
2024,광주시,2695,90,1987
2024,광주시,1700,78,1019
2024,광주시,1118,69,736
2024,부천시,11,5,11
2024,부천시,2,2,2
2024,부천시,226,31,198
2024,부천시,175,36,159
2024,부천시,1,1,1
2024,부천시,2,2,2
2024,부천시,52,16,46
2024,부천시,1,1,1
2024,부천시,102,19,91
2024,부천시,84,23,80
2024,부천시,1,1,1
2024,부천시,46,13,39
2024,부천시,1,1,1
2024,부천시,5,3,4
2024,부천시,363,45,322
2024,부천시,23,10,21
2024,부천시,278,34,245
2024,부천시,12,8,10
2024,부천시,208,30,166
2024,부천시,3,2,2
2024,부천시,7,6,6
2024,부천시,314,35,267
2024,부천시,160,26,142
2024,부천시,2,2,2
2024,부천시,2,2,2
2024,부천시,74,14,65
2024,부천시,79,21,73
2024,부천시,3,3,3
2024,부천시,112,26,102
2024,부천시,0,7,7
2024,부천시,88,24,75
2024,부천시,1,1,1
2024,부천시,123,23,108
2024,부천시,2,1,2
2024,부천시,141,26,120
2024,부천시,7,4,5
2024,부천시,6,4,6
2024,부천시,228,32,202
2024,부천시,36,13,34
2024,부천시,555,48,489
2024,부천시,13,6,11
2024,부천시,55,17,50
2024,수원시,1362,69,989
2024,수원시,1340,68,968
2024,수원시,2239,83,1557
2024,수원시,226,36,150
2024,수원시,1995,73,1496
2024,수원시,136,25,97
2024,수원시,6931,103,5110
2024,수원시,3405,86,2523
2024,수원시,109,30,77
2024,수원시,118,32,79
2024,수원시,709,49,542
2024,수원시,3333,86,2647
2024,수원시,722,57,513
2024,수원시,190,32,124
2024,수원시,457,42,340
2024,수원시,318,46,222
2024,수원시,6528,105,5037
2024,수원시,116,22,77
2024,수원시,170,43,109
2024,수원시,18,10,9
2024,수원시,1544,68,1066
2024,수원시,4960,106,3542
2024,수원시,1788,72,1326
2024,수원시,439,45,320
2024,수원시,165,34,113
2024,수원시,1536,76,1079
2024,수원시,42,16,26
2024,수원시,5106,100,4094
2024,수원시,1805,68,1321
2024,수원시,1718,71,1260
2024,수원시,2947,81,2191
2024,수원시,2543,81,1886
2024,수원시,1734,69,1356
2024,수원시,470,51,345
2024,수원시,3726,88,2694
2024,수원시,4613,87,3278
2024,수원시,510,47,387
2024,수원시,94,26,68
2024,수원시,19,8,14
2024,수원시,6054,95,4686
2024,수원시,3814,75,2875
2024,수원시,59,16,42
2024,수원시,1259,70,855
2024,수원시,1722,66,1397
2024,수원시,1972,73,1403
2024,수원시,1562,66,1170
2024,수원시,31,12,22
2024,수원시,54,17,31
2024,수원시,43,17,30
2024,수원시,189,30,141
2024,수원시,4,2,4
2024,수원시,53,19,22
2024,수원시,2153,74,1525
2024,수원시,3001,72,2251
2024,수원시,3640,82,2780
2024,안산시,151,53,671
2024,안산시,1020,93,5572
2024,안산시,95,41,170
2024,안산시,55,37,129
2024,안산시,54,36,176
2024,안산시,0,5,6
2024,안산시,1074,107,5269
2024,안산시,577,83,2074
2024,안산시,1326,109,5843
2024,안산시,47,25,127
2024,안산시,19,17,30
2024,안산시,729,93,4012
2024,안산시,2,20,40
2024,안산시,326,70,1450
2024,안산시,67,47,362
2024,안산시,246,75,1275
2024,안산시,7,18,27
2024,안산시,551,87,2938
2024,안산시,237,76,1860
2024,안산시,8,20,32
2024,안산시,513,87,2184
2024,안산시,329,73,1422
2024,안산시,457,79,1938
2024,안산시,28,36,176
2024,안산시,3,11,14
2024,안산시,463,80,2655
2024,안산시,65,43,229
2024,안산시,46,32,111
2024,안산시,2,4,4
2024,안산시,3,16,27
2024,안양시,281,39,251
2024,안양시,147,24,126
2024,안양시,253,37,223
2024,안양시,210,31,185
2024,안양시,567,44,503
2024,안양시,159,25,138
2024,안양시,296,34,270
2024,여주시,38,16,33
2024,여주시,4,7,16
2024,여주시,48,13,44
2024,여주시,20,4,6
2024,여주시,7,2,2
2024,여주시,2,1,1
2024,여주시,1,6,23
2024,여주시,28,1,1
2024,여주시,1,4,6
2024,여주시,6,10,20
2024,여주시,25,4,5
2024,여주시,5,2,3
2024,여주시,4,1,1
2024,여주시,9,5,8
2024,여주시,18,40,347
2024,여주시,1,2,2
2024,여주시,4,5,3
2024,여주시,5,1,1
2024,여주시,1,12,23
2024,여주시,28,4,3
2024,여주시,4,8,9
2024,여주시,10,10,16
2024,여주시,17,6,10
2024,여주시,10,8,18
2024,여주시,10,9,10
2024,여주시,21,3,3
2024,여주시,4,11,21
2024,여주시,7,4,7
2024,여주시,26,10,17
2024,여주시,18,7,14
2024,여주시,17,10,17
2024,연천군,200,35,126
2024,연천군,307,32,81
2024,연천군,139,32,93
2024,연천군,148,25,96
2024,연천군,381,46,247
2024,연천군,42,11,26
2024,연천군,52,13,34
2024,연천군,1208,77,863
2024,연천군,14,8,8
2024,연천군,341,41,209
2024,이천시,819,56,594
2024,이천시,133,33,92
2024,이천시,491,47,366
2024,이천시,52,14,35
2024,이천시,964,60,666
2024,이천시,101,22,42
2024,이천시,1161,72,807
2024,이천시,361,47,177
2024,이천시,1106,71,723
2024,이천시,2501,73,1803
2024,이천시,328,43,228
2024,이천시,382,59,162
2024,이천시,949,67,715
2024,이천시,1405,79,874
2024,이천시,567,49,413
2024,이천시,189,35,96
2024,이천시,27,10,21
2024,이천시,55,22,33
2024,이천시,890,61,554
2024,이천시,563,52,419
2024,이천시,105,24,80
2024,이천시,1187,58,922
2024,이천시,43,14,29
2024,이천시,1344,64,1015
2024,이천시,405,54,258
2024,파주시,12,4,9
2024,파주시,7,6,7
2024,파주시,2,2,2
2024,파주시,1,1,1
2024,파주시,2,2,2
2024,파주시,38,14,33
2024,파주시,22,8,21
2024,파주시,5,3,4
2024,파주시,66,20,64
2024,파주시,66,18,64
2024,파주시,9,6,8
2024,파주시,51,10,47
2024,파주시,7,5,6
2024,파주시,2,2,2
2024,파주시,15,8,9
2024,파주시,1,1,1
2024,파주시,3,2,2
2024,파주시,10,5,10
2024,파주시,52,21,44
2024,파주시,4,4,4
2024,파주시,1,1,1
2024,파주시,37,14,36
2024,파주시,2,2,2
2024,파주시,3,3,3
2024,파주시,23,8,23
2024,파주시,18,7,17
2024,파주시,10,4,8
2024,파주시,13,3,4
2024,파주시,2,2,2
2024,평택시,18,10,16
2024,평택시,394,38,346
2024,평택시,104,24,91
2024,평택시,28,12,21
2024,평택시,1,1,1
2024,평택시,44,15,36
2024,평택시,316,38,261
2024,평택시,3,2,3
2024,평택시,354,39,307
2024,평택시,241,35,191
2024,평택시,29,15,27
2024,평택시,158,24,138
2024,평택시,85,25,76
2024,평택시,11,7,8
2024,평택시,152,29,124
2024,평택시,232,31,202
2024,평택시,38,13,31
2024,평택시,257,29,224
2024,평택시,2,2,2
2024,평택시,4,3,4
2024,평택시,92,23,83
2024,평택시,46,17,40
2024,평택시,17,8,16
2024,평택시,124,24,110
2024,평택시,210,35,166
2024,평택시,29,10,22
2024,평택시,75,21,54
2024,평택시,2,2,2
2024,평택시,173,26,148
2024,평택시,6,3,5
2024,평택시,98,19,86
2024,평택시,64,18,59
2024,평택시,336,49,262
2024,평택시,47,12,40
2024,평택시,128,27,113
2024,평택시,117,26,100
2024,평택시,29,9,23
2024,포천시,214,29,134
2024,포천시,1054,69,506
2024,포천시,422,50,229
2024,포천시,108,24,66
2024,포천시,1326,70,803
2024,포천시,137,25,75
2024,포천시,5292,95,2618
2024,포천시,1378,74,783
2024,포천시,1742,70,1116
2024,포천시,352,48,197
2024,포천시,650,53,445
2024,포천시,675,46,264
2024,포천시,535,49,309
2024,포천시,868,63,484
2024,포천시,91,18,51
2024,포천시,215,34,92
2024,포천시,229,36,136
2024,하남시,13,6,12
2024,하남시,127,19,112
2024,하남시,58,11,49
2024,하남시,2,1,2
2024,하남시,3,2,1
2024,하남시,317,38,277
2024,하남시,541,49,459
2024,하남시,7,5,6
2024,하남시,2,1,2
2024,하남시,4,2,2
2024,하남시,6,4,6
2024,하남시,92,20,84
2024,하남시,204,38,176
2024,하남시,71,15,62
2024,하남시,13,6,10
2024,하남시,12,8,10
2024,하남시,7,4,7
2024,하남시,4,3,4
2024,하남시,219,19,142
2024,하남시,4,3,3
2024,하남시,40,11,10
2024,하남시,132,27,111
2024,하남시,1,1,1
2023,가평군,7225,120,4426
2023,가평군,1758,73,1143
2023,가평군,486,52,291
2023,가평군,876,57,510
2023,가평군,1710,81,974
2023,가평군,899,85,556
2023,가평군,1496,72,952
2023,고양시,1469,66,1001
2023,고양시,62,15,29
2023,고양시,1744,67,1287
2023,고양시,1348,68,961
2023,고양시,164,32,97
2023,고양시,89,27,58
2023,고양시,1406,72,949
2023,고양시,189,34,128
2023,고양시,117,29,88
2023,고양시,4428,104,3207
2023,고양시,243,48,166
2023,고양시,2774,86,1828
2023,고양시,1209,61,918
2023,고양시,1457,67,816
2023,고양시,3060,74,2417
2023,고양시,160,39,105
2023,고양시,4708,107,3452
2023,고양시,140,31,91
2023,고양시,289,37,157
2023,고양시,6,4,4
2023,고양시,582,52,387
2023,고양시,35,15,26
2023,고양시,1539,74,1072
2023,고양시,85,18,23
2023,고양시,312,46,171
2023,고양시,2239,76,1641
2023,고양시,1189,74,719
2023,고양시,3318,88,2506
2023,고양시,1295,60,972
2023,고양시,19,9,9
2023,고양시,178,32,123
2023,고양시,157,37,93
2023,고양시,154,32,93
2023,고양시,1446,69,1053
2023,고양시,5283,87,4208
2023,고양시,4461,93,2889
2023,고양시,2173,83,1596
2023,고양시,1429,65,1057
2023,고양시,3916,92,3097
2023,고양시,3458,84,2618
2023,고양시,62,22,44
2023,고양시,649,50,460
2023,고양시,3950,93,3067
2023,고양시,2824,89,1723
2023,고양시,2954,83,2268
2023,고양시,80945,175,59256
2023,고양시,6193,96,4948
2023,고양시,87,25,65
2023,고양시,55,17,35
2023,고양시,813,52,608
2023,고양시,129,40,72
2023,고양시,256,35,164
2023,고양시,4605,96,3666
2023,고양시,38,18,24
2023,과천시,192,109,128
2023,과천시,288,125,181
2023,과천시,2,2,2
2023,과천시,8,3,4
2023,과천시,236,129,152
2023,과천시,462,261,294
2023,과천시,352,187,216
2023,과천시,375,207,233
2023,과천시,125,66,85
2023,과천시,442,187,264
2023,광주시,122,25,102
2023,광주시,16,9,15
2023,광주시,203,40,160
2023,광주시,19,11,16
2023,광주시,22,11,15
2023,광주시,66,18,58
2023,광주시,98,24,78
2023,광주시,18,8,15
2023,광주시,9,5,9
2023,광주시,98,23,81
2023,광주시,29,12,27
2023,광주시,59,12,54
2023,광주시,136,23,121
2023,광주시,94,21,82
2023,광주시,121,27,105
2023,광주시,81,22,65
2023,광주시,89,20,75
2023,광주시,619,57,542
2023,광주시,111,22,98
2023,광주시,22,10,20
2023,광주시,571,56,288
2023,광주시,8,5,8
2023,광주시,11,6,11
2023,광주시,119,24,104
2023,광주시,237,31,216
2023,광주시,183,28,136
2023,광주시,95,17,80
2023,부천시,21,10,21
2023,부천시,3,1,3
2023,부천시,28,10,23
2023,부천시,207,33,186
2023,부천시,143,24,129
2023,부천시,27,10,22
2023,부천시,8,6,8
2023,부천시,42,11,39
2023,부천시,1,1,1
2023,부천시,17,6,13
2023,부천시,119,22,94
2023,부천시,61,17,57
2023,부천시,5,5,5
2023,부천시,46,14,39
2023,부천시,6,4,6
2023,부천시,337,39,307
2023,부천시,53,19,42
2023,부천시,4,3,3
2023,부천시,26,9,23
2023,부천시,268,38,240
2023,부천시,48,19,39
2023,부천시,25,8,17
2023,부천시,194,30,171
2023,부천시,49,14,41
2023,부천시,295,37,259
2023,부천시,30,11,24
2023,부천시,179,28,156
2023,부천시,10,4,9
2023,부천시,72,20,66
2023,부천시,13,6,10
2023,부천시,95,21,80
2023,부천시,136,26,117
2023,부천시,24,9,21
2023,부천시,10,4,5
2023,부천시,120,21,108
2023,부천시,11,7,10
2023,부천시,113,23,107
2023,부천시,159,22,144
2023,부천시,29,16,21
2023,부천시,39,10,33
2023,부천시,259,32,226
2023,부천시,6,5,4
2023,부천시,42,15,39
2023,부천시,643,44,573
2023,부천시,77,16,64
2023,부천시,45,12,44
2023,부천시,15,6,11
2023,성남시,25,13,23
2023,성남시,77,23,69
2023,성남시,5,3,4
2023,성남시,66,18,61
2023,성남시,87,20,79
2023,성남시,1,1,1
2023,성남시,38,17,35
2023,성남시,32,12,31
2023,성남시,46,13,42
2023,성남시,2,2,1
2023,성남시,89,22,81
2023,성남시,24,15,23
2023,성남시,73,20,63
2023,성남시,3,3,3
2023,성남시,18,7,16
2023,성남시,51,18,47
